type,time,channel,note,velocity,pitch  
note_on,97.83961391448975,1,61,127,
pitchwheel,97.84434676170349,2,,,114
pitchwheel,97.85452699661255,3,,,0
note_off,97.86424589157104,2,55,64,
pitchwheel,97.89022493362427,1,,,0
pitchwheel,97.92114210128784,2,,,122
note_on,97.92125272750854,2,56,107,
pitchwheel,97.94242882728577,3,,,-33
note_off,97.94617772102356,1,61,64,
note_off,97.9480209350586,0,64,64,
pitchwheel,97.96915793418884,0,,,-78
note_on,97.96957182884216,0,64,14,
pitchwheel,97.99412083625793,0,,,-43
pitchwheel,98.02305197715759,1,,,4
note_on,98.02337193489075,1,61,127,
pitchwheel,98.02842879295349,1,,,0
pitchwheel,98.03216481208801,2,,,57
note_off,98.05224180221558,3,52,64,
pitchwheel,98.05819582939148,2,,,-111
pitchwheel,98.0921459197998,2,,,-11
pitchwheel,98.10527491569519,3,,,-31
note_on,98.10600972175598,3,52,127,
note_off,98.14430069923401,1,61,64,
pitchwheel,98.16429281234741,0,,,0
pitchwheel,98.2002739906311,2,,,-187
note_off,98.21237587928772,2,56,64,
pitchwheel,98.2171618938446,1,,,-12
note_on,98.21775579452515,1,61,127,
pitchwheel,98.22658681869507,1,,,0
pitchwheel,98.23999166488647,0,,,449
pitchwheel,98.26017093658447,0,,,48
pitchwheel,98.28821396827698,0,,,-40
pitchwheel,98.32542490959167,2,,,65
note_on,98.32596683502197,2,56,40,
pitchwheel,98.33809280395508,0,,,83
note_off,98.3421368598938,1,61,64,
pitchwheel,98.3662006855011,2,,,-75
note_off,98.39628386497498,2,56,64,
pitchwheel,98.40521502494812,1,,,-5
note_on,98.40570092201233,1,61,127,
pitchwheel,98.43715310096741,2,,,-25
note_on,98.43752694129944,2,55,75,
note_off,98.44512486457825,5,40,64,
note_off,98.46650385856628,3,52,64,
pitchwheel,98.47006273269653,0,,,-21
pitchwheel,98.48732280731201,5,,,-20
note_on,98.48736596107483,5,40,127,
pitchwheel,98.48799896240234,1,,,-413
pitchwheel,98.49201989173889,0,,,83
note_off,98.50410866737366,0,64,64,
pitchwheel,98.50517773628235,0,,,-7
note_on,98.50574994087219,0,64,127,
note_off,98.50607109069824,1,61,64,
note_off,98.57618474960327,2,55,64,
pitchwheel,98.58724308013916,1,,,-14
note_on,98.58762502670288,1,59,127,
pitchwheel,98.60123181343079,2,,,-51
note_on,98.60170483589172,2,55,127,
pitchwheel,98.65206575393677,2,,,-5
note_off,98.69045686721802,1,59,64,
pitchwheel,98.755206823349,1,,,-14
note_on,98.7555878162384,1,59,127,
pitchwheel,98.8671407699585,3,,,-33
note_on,98.8674669265747,3,50,127,
note_off,98.9003689289093,1,59,64,
note_off,98.97217106819153,2,55,64,
pitchwheel,98.97525000572205,1,,,-14
note_on,98.97534275054932,1,59,127,
pitchwheel,98.99917888641357,2,,,-25
note_on,98.99961400032043,2,55,127,
note_off,99.00616979598999,1,59,64,
pitchwheel,99.07898807525635,1,,,-14
note_on,99.07933282852173,1,59,113,
note_off,99.12858295440674,2,55,64,
note_off,99.1402518749237,1,59,64,
pitchwheel,99.14183592796326,1,,,-34
note_on,99.1423568725586,1,59,127,
pitchwheel,99.17535281181335,2,,,-25
note_on,99.17585897445679,2,55,127,
note_off,99.20411396026611,0,64,64,
note_off,99.22044801712036,3,50,64,
note_off,99.23843097686768,4,45,64,
pitchwheel,99.24002385139465,4,,,-14
note_on,99.24036407470703,4,45,127,
pitchwheel,99.24418377876282,2,,,336
pitchwheel,99.25347089767456,3,,,-53
note_on,99.2538628578186,3,52,127,
pitchwheel,99.26630687713623,2,,,534
pitchwheel,99.29026794433594,1,,,34
pitchwheel,99.29075884819031,2,,,627
note_off,99.29820799827576,2,55,64,
pitchwheel,99.33026885986328,1,,,-7
pitchwheel,99.36916995048523,2,,,-15
note_on,99.36965584754944,2,57,127,
pitchwheel,99.39304709434509,0,,,-40
note_on,99.39339590072632,0,64,14,
pitchwheel,99.42252969741821,3,,,0
pitchwheel,99.43222570419312,0,,,0
pitchwheel,99.44424486160278,3,,,90
pitchwheel,99.46442484855652,2,,,0
pitchwheel,99.47461199760437,3,,,-35
note_off,99.50024485588074,2,57,64,
pitchwheel,99.55911874771118,2,,,11
note_on,99.55959296226501,2,57,127,
pitchwheel,99.58653998374939,2,,,0
note_off,99.60231184959412,3,52,64,
pitchwheel,99.66331386566162,3,,,-53
note_on,99.66368794441223,3,52,127,
note_off,99.70644092559814,2,57,64,
pitchwheel,99.79331469535828,2,,,-74
note_on,99.79373478889465,2,57,127,
note_off,99.82242107391357,2,57,64,
pitchwheel,99.83226990699768,1,,,0
pitchwheel,99.8613429069519,2,,,11
note_on,99.86166501045227,2,57,127,
pitchwheel,99.88827085494995,1,,,83
note_off,99.92630672454834,1,59,64,
note_off,99.92687273025513,2,57,64,
pitchwheel,99.96637272834778,3,,,0
pitchwheel,99.98932099342346,2,,,-15
note_on,99.98982286453247,2,57,127,
note_off,100.02848100662231,3,52,64,
pitchwheel,100.06925582885742,3,,,-53
note_on,100.06960582733154,3,52,127,
note_off,100.14834880828857,2,57,64,
pitchwheel,100.23115396499634,2,,,11
note_on,100.23156690597534,2,57,127,
pitchwheel,100.24839091300964,2,,,0
pitchwheel,100.26456665992737,3,,,0
note_off,100.29419684410095,0,64,64,
pitchwheel,100.296138048172,3,,,104
note_off,100.32818484306335,2,57,64,
pitchwheel,100.33016085624695,3,,,289
pitchwheel,100.38712191581726,2,,,11
note_on,100.38747191429138,2,57,127,
pitchwheel,100.40234398841858,2,,,0
note_off,100.43838906288147,3,52,64,
pitchwheel,100.49130868911743,3,,,-33
note_on,100.49181580543518,3,53,127,
pitchwheel,100.51513886451721,0,,,-17
note_on,100.51543879508972,0,65,14,
note_off,100.56238794326782,2,57,64,
pitchwheel,100.62531876564026,2,,,-15
note_on,100.62583088874817,2,57,127,
note_off,100.67643070220947,2,57,64,
pitchwheel,100.78841710090637,3,,,248
pitchwheel,100.81623673439026,3,,,318
pitchwheel,100.81927490234375,2,,,-15
note_on,100.81938481330872,2,57,80,
pitchwheel,100.82832789421082,2,,,0
pitchwheel,100.83193588256836,0,,,17
note_off,100.84241890907288,3,53,64,
pitchwheel,100.88341879844666,3,,,12
note_on,100.88355994224548,3,53,127,
note_off,100.8902018070221,0,65,64,
pitchwheel,100.9081518650055,3,,,313
pitchwheel,100.94212102890015,2,,,-83
note_off,100.94400000572205,2,57,64,
pitchwheel,101.01922106742859,2,,,-15
note_on,101.01968383789062,2,57,127,
note_off,101.06038284301758,2,57,64,
pitchwheel,101.0833899974823,2,,,5
note_on,101.08394384384155,2,58,57,
pitchwheel,101.12923908233643,0,,,-167
note_on,101.12979793548584,0,66,14,
note_off,101.14836692810059,2,58,64,
pitchwheel,101.15633273124695,3,,,166
pitchwheel,101.1832628250122,2,,,11
note_on,101.18367385864258,2,57,127,
pitchwheel,101.19438481330872,2,,,0
pitchwheel,101.21223592758179,3,,,-24
note_off,101.21634292602539,3,53,64,
pitchwheel,101.27924299240112,3,,,-10
note_on,101.2794418334961,3,53,127,
note_off,101.33049607276917,2,57,64,
pitchwheel,101.35934901237488,2,,,41
note_on,101.35981583595276,2,57,75,
note_off,101.39452600479126,2,57,64,
pitchwheel,101.39590883255005,2,,,-44
note_on,101.39631009101868,2,57,127,
note_off,101.43248391151428,2,57,64,
pitchwheel,101.49934792518616,2,,,-15
note_on,101.49960279464722,2,57,103,
note_off,101.53639507293701,2,57,64,
note_off,101.5623128414154,0,66,64,
pitchwheel,101.57038283348083,3,,,-379
pitchwheel,101.58142185211182,2,,,-15
note_on,101.58188486099243,2,57,127,
note_off,101.62040877342224,4,45,64,
pitchwheel,101.65527200698853,4,,,-14
note_on,101.6555688381195,4,45,127,
note_off,101.68024492263794,2,57,64,
pitchwheel,101.70938968658447,0,,,-152
note_on,101.7095959186554,0,66,14,
pitchwheel,101.75720191001892,2,,,11
note_on,101.75746989250183,2,57,127,
pitchwheel,101.76848268508911,2,,,0
note_off,101.78847169876099,2,57,64,
pitchwheel,101.85440278053284,0,,,-186
pitchwheel,101.85940885543823,2,,,-15
note_on,101.8595609664917,2,57,127,
pitchwheel,101.88422393798828,0,,,-70
note_off,101.89040184020996,2,57,64,
pitchwheel,101.94740295410156,2,,,-15
note_on,101.94791674613953,2,57,127,
note_off,101.9905059337616,3,53,64,
pitchwheel,102.03936791419983,3,,,-53
note_on,102.03983783721924,3,52,127,
note_off,102.0644428730011,2,57,64,
pitchwheel,102.1374180316925,2,,,11
note_on,102.13778591156006,2,57,127,
pitchwheel,102.1563630104065,2,,,0
note_off,102.17435908317566,2,57,64,
pitchwheel,102.2492847442627,2,,,11
note_on,102.2497079372406,2,57,127,
note_off,102.2904109954834,2,57,64,
pitchwheel,102.31133699417114,2,,,11
note_on,102.31165075302124,2,57,127,
pitchwheel,102.32460188865662,2,,,0
note_off,102.33860898017883,3,52,64,
note_off,102.39032077789307,0,66,64,
pitchwheel,102.41147971153259,3,,,169
note_on,102.41159296035767,3,52,127,
pitchwheel,102.43445992469788,3,,,-11
note_off,102.45622682571411,2,57,64,
pitchwheel,102.48122811317444,2,,,100
note_on,102.48170185089111,2,58,107,
note_off,102.51426386833191,2,58,64,
pitchwheel,102.5152587890625,2,,,-15
note_on,102.51563596725464,2,57,127,
note_off,102.54634690284729,2,57,64,
pitchwheel,102.59693789482117,2,,,-15
note_on,102.59729266166687,2,57,127,
note_off,102.63860082626343,3,52,64,
pitchwheel,102.63999390602112,3,,,-31
note_on,102.6404128074646,3,52,127,
pitchwheel,102.64297986030579,1,,,4
note_on,102.64336109161377,1,61,64,
note_off,102.64408588409424,2,57,64,
pitchwheel,102.64820408821106,1,,,0
pitchwheel,102.69523000717163,2,,,-15
note_on,102.69558572769165,2,57,127,
note_off,102.71438598632812,3,52,64,
pitchwheel,102.77747583389282,3,,,-125
note_on,102.7779757976532,3,53,127,
pitchwheel,102.80018877983093,3,,,-336
note_off,102.81440782546997,2,57,64,
pitchwheel,102.82027292251587,3,,,-382
pitchwheel,102.86535787582397,2,,,11
note_on,102.86586594581604,2,57,127,
note_off,102.93068075180054,3,53,64,
pitchwheel,102.93426370620728,2,,,0
note_off,102.99817705154419,1,61,64,
pitchwheel,103.00544881820679,3,,,-53
note_on,103.00578570365906,3,52,122,
note_off,103.02242684364319,2,57,64,
pitchwheel,103.02931475639343,1,,,4
note_on,103.02958273887634,1,61,127,
pitchwheel,103.03645277023315,1,,,0
pitchwheel,103.0553228855133,2,,,11
note_on,103.05573081970215,2,57,127,
pitchwheel,103.07029891014099,2,,,0
note_off,103.09447288513184,3,52,64,
pitchwheel,103.14946103096008,3,,,-101
note_on,103.14984703063965,3,53,127,
pitchwheel,103.21030688285828,2,,,331
note_off,103.22243571281433,2,57,64,
pitchwheel,103.23442578315735,3,,,-388
pitchwheel,103.25521898269653,2,,,11
note_on,103.25570797920227,2,57,127,
pitchwheel,103.30642580986023,2,,,0
note_off,103.30814599990845,3,53,64,
note_off,103.38227486610413,2,57,64,
pitchwheel,103.43708801269531,2,,,11
note_on,103.43712902069092,2,57,127,
pitchwheel,103.48722577095032,3,,,158
note_on,103.48769092559814,3,51,14,
note_off,103.5663948059082,3,51,64,
pitchwheel,103.56779193878174,3,,,-31
note_on,103.56811285018921,3,52,127,
note_off,103.57237982749939,2,57,64,
pitchwheel,103.63544082641602,2,,,11
note_on,103.6358208656311,2,57,127,
note_off,103.70655274391174,2,57,64,
pitchwheel,103.7078149318695,2,,,-15
note_on,103.70815801620483,2,57,127,
note_off,103.70928573608398,3,52,64,
pitchwheel,103.71136999130249,0,,,-2
note_on,103.71159887313843,0,65,14,
note_off,103.75039792060852,1,61,64,
note_off,103.78822302818298,2,57,64,
pitchwheel,103.79117488861084,1,,,17
note_on,103.79168796539307,1,61,127,
pitchwheel,103.80849266052246,1,,,0
pitchwheel,103.82719588279724,2,,,71
note_on,103.82765889167786,2,57,127,
note_off,103.86229991912842,2,57,64,
note_off,103.86448884010315,4,45,64,
pitchwheel,103.90202975273132,0,,,-172
pitchwheel,103.90418982505798,1,,,-701
pitchwheel,103.91740798950195,4,,,-30
note_on,103.91765093803406,4,45,127,
pitchwheel,103.97622585296631,0,,,-310
pitchwheel,104.00625681877136,0,,,-351
pitchwheel,104.03747797012329,2,,,11
note_on,104.03777575492859,2,57,127,
note_off,104.0462338924408,1,61,64,
note_off,104.07848381996155,2,57,64,
pitchwheel,104.14322590827942,2,,,71
note_on,104.14359974861145,2,57,107,
pitchwheel,104.17024898529053,2,,,21
note_off,104.17616581916809,2,57,64,
pitchwheel,104.25149178504944,2,,,-15
note_on,104.25153374671936,2,57,113,
pitchwheel,104.25736784934998,3,,,-55
note_on,104.25772190093994,3,53,68,
pitchwheel,104.29628705978394,3,,,-10
note_off,104.35648274421692,2,57,64,
pitchwheel,104.38524079322815,2,,,-85
note_on,104.38572692871094,2,58,71,
pitchwheel,104.42510175704956,1,,,-67
note_on,104.4252769947052,1,59,14,
note_off,104.46030592918396,2,58,64,
note_off,104.48442387580872,1,59,64,
pitchwheel,104.48590683937073,1,,,30
note_on,104.48624277114868,1,59,14,
pitchwheel,104.48727774620056,4,,,23
pitchwheel,104.49094080924988,4,,,0
pitchwheel,104.49828481674194,1,,,0
pitchwheel,104.52935194969177,2,,,71
note_on,104.52974486351013,2,57,127,
note_off,104.56431794166565,2,57,64,
pitchwheel,104.60526180267334,2,,,-15
note_on,104.60558271408081,2,57,127,
note_off,104.62863898277283,3,53,64,
pitchwheel,104.69757175445557,3,,,-33
note_on,104.69786381721497,3,53,61,
note_off,104.75034093856812,2,57,64,
pitchwheel,104.8112359046936,2,,,11
note_on,104.8116717338562,2,57,127,
pitchwheel,104.81853294372559,2,,,0
note_off,104.84264183044434,2,57,64,
pitchwheel,104.8439838886261,2,,,-15
note_on,104.84435486793518,2,57,127,
pitchwheel,104.86230397224426,3,,,15
note_off,104.87048506736755,3,53,64,
pitchwheel,104.8994288444519,3,,,-78
note_on,104.89988398551941,3,53,53,
pitchwheel,104.92646884918213,3,,,-27
note_off,104.95639872550964,2,57,64,
pitchwheel,104.98319172859192,2,,,11
note_on,104.9836061000824,2,57,127,
pitchwheel,104.99462294578552,2,,,0
note_off,105.01457476615906,3,53,64,
pitchwheel,105.0654079914093,3,,,-33
note_on,105.06589388847351,3,53,127,
note_off,105.11255669593811,2,57,64,
pitchwheel,105.1644139289856,1,,,-34
pitchwheel,105.1832549571991,2,,,-15
note_on,105.18357992172241,2,57,127,
pitchwheel,105.25636291503906,3,,,118
pitchwheel,105.26826810836792,1,,,0
pitchwheel,105.30035996437073,3,,,-27
note_off,105.34037494659424,2,57,64,
pitchwheel,105.38137292861938,2,,,-15
note_on,105.38188076019287,2,57,127,
note_off,105.42852473258972,3,53,64,
pitchwheel,105.48953700065613,3,,,-33
note_on,105.49000287055969,3,53,127,
note_off,105.51441192626953,2,57,64,
pitchwheel,105.57127094268799,2,,,11
note_on,105.57165169715881,2,57,127,
pitchwheel,105.57862997055054,2,,,0
note_off,105.6284396648407,2,57,64,
pitchwheel,105.6833610534668,2,,,-15
note_on,105.68381905555725,2,57,127,
note_off,105.73639607429504,2,57,64,
pitchwheel,105.79344987869263,2,,,-15
note_on,105.79405784606934,2,57,127,
note_off,105.82248878479004,3,53,64,
pitchwheel,105.86945271492004,3,,,-95
note_on,105.86989188194275,3,52,127,
pitchwheel,105.88048696517944,3,,,0
pitchwheel,105.90028381347656,3,,,316
note_off,105.90435576438904,2,57,64,
pitchwheel,105.97130084037781,2,,,-15
note_on,105.97179794311523,2,57,127,
pitchwheel,106.04043173789978,3,,,436
pitchwheel,106.0886709690094,3,,,316
note_off,106.10008192062378,1,59,64,
pitchwheel,106.11336398124695,1,,,-14
note_on,106.11394095420837,1,59,91,
note_off,106.12252807617188,2,57,64,
pitchwheel,106.15348100662231,2,,,-15
note_on,106.15404486656189,2,57,127,
note_off,106.18662190437317,4,45,64,
pitchwheel,106.21300482749939,5,,,0
pitchwheel,106.22736167907715,4,,,-45
note_on,106.22775983810425,4,47,107,
note_off,106.2485408782959,4,47,64,
pitchwheel,106.25021886825562,4,,,-14
note_on,106.25084590911865,4,45,127,
note_off,106.27623391151428,1,59,64,
pitchwheel,106.34728693962097,1,,,7
note_on,106.3477509021759,1,59,127,
pitchwheel,106.35440373420715,1,,,0
note_off,106.3704309463501,2,57,64,
pitchwheel,106.4614589214325,2,,,11
note_on,106.46182489395142,2,57,99,
pitchwheel,106.46846389770508,2,,,0
note_off,106.47219896316528,1,59,64,
pitchwheel,106.5212869644165,1,,,7
note_on,106.52185297012329,1,59,127,
pitchwheel,106.53639388084412,5,,,-47
note_off,106.55636882781982,2,57,64,
pitchwheel,106.55787491798401,2,,,-15
note_on,106.55822277069092,2,57,127,
pitchwheel,106.58633780479431,4,,,57
note_off,106.59236478805542,3,52,64,
pitchwheel,106.61300587654114,4,,,0
pitchwheel,106.64333271980286,3,,,-10
note_on,106.64383006095886,3,53,127,
pitchwheel,106.65238881111145,5,,,0
pitchwheel,106.72815108299255,1,,,60
note_off,106.76245975494385,1,59,64,
pitchwheel,106.76382803916931,1,,,-14
note_on,106.76414680480957,1,59,127,
note_off,106.78227090835571,2,57,64,
note_off,106.87632894515991,1,59,64,
pitchwheel,106.91118288040161,1,,,-1
note_on,106.91160082817078,1,59,127,
pitchwheel,106.96649694442749,1,,,0
pitchwheel,106.98849487304688,1,,,226
pitchwheel,106.99634885787964,5,,,-45
pitchwheel,107.01017785072327,1,,,328
pitchwheel,107.01925992965698,2,,,-15
note_on,107.01940679550171,2,57,127,
pitchwheel,107.02844190597534,2,,,0
pitchwheel,107.04628777503967,5,,,-5
note_off,107.08432483673096,1,59,64,
pitchwheel,107.10299706459045,5,,,0
pitchwheel,107.14302897453308,1,,,8
note_on,107.1435158252716,1,60,127,
pitchwheel,107.15028977394104,1,,,0
note_off,107.16250491142273,2,57,64,
pitchwheel,107.18335580825806,2,,,-160
note_on,107.18363499641418,2,57,116,
pitchwheel,107.22848176956177,2,,,-11
pitchwheel,107.24845790863037,2,,,0
note_off,107.27845978736877,1,60,64,
pitchwheel,107.29053282737732,5,,,-41
pitchwheel,107.32528686523438,1,,,8
note_on,107.32583665847778,1,60,125,
pitchwheel,107.3342559337616,1,,,0
note_off,107.37446689605713,3,53,64,
pitchwheel,107.40928387641907,3,,,107
note_on,107.40980100631714,3,53,127,
pitchwheel,107.43634676933289,3,,,-12
note_off,107.46647191047668,1,60,64,
pitchwheel,107.54306888580322,1,,,8
note_on,107.5431900024414,1,60,127,
pitchwheel,107.55037903785706,1,,,0
pitchwheel,107.60633277893066,2,,,284
note_off,107.60840487480164,2,57,64,
pitchwheel,107.64939498901367,2,,,-45
note_on,107.65005993843079,2,59,113,
note_off,107.66657376289368,1,60,64,
note_off,107.66732978820801,2,59,64,
pitchwheel,107.66846179962158,2,,,-15
note_on,107.66909170150757,2,57,113,
pitchwheel,107.70857501029968,2,,,0
pitchwheel,107.73733305931091,1,,,-35
note_on,107.73776006698608,1,60,127,
note_off,107.78236794471741,2,57,64,
pitchwheel,107.81613087654114,1,,,602
pitchwheel,107.8382089138031,1,,,663
pitchwheel,107.83970880508423,2,,,11
note_on,107.84009599685669,2,57,127,
pitchwheel,107.8924880027771,2,,,0
note_off,107.90226793289185,1,60,64,
pitchwheel,107.92526173591614,1,,,85
note_on,107.92560386657715,1,62,107,
note_off,107.96643996238708,1,62,64,
pitchwheel,107.9674780368805,1,,,34
note_on,107.96790289878845,1,62,127,
pitchwheel,107.98846697807312,1,,,0
note_off,108.04036092758179,1,62,64,
pitchwheel,108.04188799858093,1,,,7
note_on,108.04226779937744,1,62,127,
pitchwheel,108.05242085456848,1,,,0
pitchwheel,108.05424094200134,2,,,191
pitchwheel,108.09247374534607,2,,,0
note_off,108.13641881942749,1,62,64,
pitchwheel,108.16727876663208,1,,,-60
note_on,108.16774296760559,1,62,71,
note_off,108.1904149055481,1,62,64,
pitchwheel,108.19141101837158,1,,,-31
note_on,108.19144082069397,1,62,127,
note_off,108.2264347076416,3,53,64,
pitchwheel,108.24049210548401,1,,,0
note_off,108.24255990982056,4,45,64,
pitchwheel,108.28709483146667,3,,,155
note_on,108.28746390342712,3,53,127,
note_off,108.29026579856873,0,65,64,
pitchwheel,108.31452965736389,3,,,-27
pitchwheel,108.36308884620667,0,,,-21
note_on,108.36346983909607,0,64,127,
note_off,108.36812281608582,1,62,64,
pitchwheel,108.39124298095703,1,,,7
note_on,108.39160394668579,1,62,122,
pitchwheel,108.47444295883179,1,,,108
note_off,108.52235174179077,0,64,64,
note_off,108.55445790290833,2,57,64,
pitchwheel,108.59025287628174,1,,,-230
pitchwheel,108.59522199630737,0,,,-64
note_on,108.59560298919678,0,64,127,
pitchwheel,108.62223696708679,0,,,-7
note_off,108.62315487861633,1,62,64,
pitchwheel,108.62421774864197,1,,,-14
note_on,108.62446475028992,1,59,109,
pitchwheel,108.62640380859375,3,,,-576
pitchwheel,108.64641880989075,3,,,-1062
pitchwheel,108.69928789138794,4,,,-30
note_on,108.69972085952759,4,45,127,
note_off,108.75225496292114,0,64,64,
pitchwheel,108.78662085533142,1,,,574
pitchwheel,108.8082628250122,3,,,-1026
pitchwheel,108.81725192070007,0,,,-21
note_on,108.81767201423645,0,64,127,
pitchwheel,108.82215666770935,1,,,671
pitchwheel,108.82834672927856,3,,,-741
note_off,108.83442997932434,3,53,64,
note_off,108.85019588470459,0,64,64,
pitchwheel,108.88711285591125,0,,,-21
note_on,108.88751482963562,0,64,127,
pitchwheel,108.90826177597046,5,,,285
note_off,108.91438794136047,1,59,64,
pitchwheel,108.91580986976624,1,,,-12
note_on,108.91622567176819,1,61,121,
pitchwheel,108.93247699737549,1,,,0
note_off,108.9441888332367,0,64,64,
pitchwheel,109.00624179840088,5,,,-11
pitchwheel,109.01488184928894,0,,,-21
note_on,109.01505208015442,0,64,127,
pitchwheel,109.07916498184204,3,,,-31
note_on,109.07969188690186,3,52,127,
note_off,109.13028979301453,0,64,64,
pitchwheel,109.20284700393677,0,,,-30
note_on,109.20304894447327,0,64,127,
note_off,109.23436498641968,0,64,64,
pitchwheel,109.27094507217407,0,,,-21
note_on,109.27131175994873,0,64,127,
note_off,109.29844999313354,1,61,64,
pitchwheel,109.29980397224426,1,,,4
note_on,109.30019688606262,1,61,125,
note_off,109.3163640499115,0,64,64,
pitchwheel,109.37107586860657,0,,,-64
note_on,109.37138676643372,0,64,127,
note_off,109.38433480262756,1,61,64,
pitchwheel,109.40028786659241,0,,,-7
pitchwheel,109.4434449672699,1,,,4
note_on,109.44361400604248,1,61,127,
pitchwheel,109.52832102775574,1,,,0
pitchwheel,109.53222393989563,0,,,27
note_off,109.54811692237854,0,64,64,
pitchwheel,109.54946303367615,0,,,7
note_on,109.54997181892395,0,64,127,
pitchwheel,109.55614805221558,0,,,0
note_off,109.58225679397583,0,64,64,
pitchwheel,109.60899376869202,0,,,-7
note_on,109.60932874679565,0,64,127,
note_off,109.6111969947815,1,61,64,
pitchwheel,109.65141081809998,1,,,-12
note_on,109.65167999267578,1,61,127,
pitchwheel,109.6663749217987,1,,,0
note_off,109.68620705604553,0,64,64,
pitchwheel,109.74927687644958,0,,,-34
note_on,109.74970984458923,0,64,127,
note_off,109.75643801689148,3,52,64,
pitchwheel,109.80947470664978,3,,,-31
note_on,109.80992984771729,3,52,127,
pitchwheel,109.88629198074341,0,,,198
note_off,109.92237377166748,0,64,64,
pitchwheel,109.92362809181213,0,,,-7
note_on,109.92387104034424,0,64,127,
note_off,109.95435976982117,0,64,64,
pitchwheel,109.9844868183136,5,,,202
pitchwheel,109.98728775978088,0,,,-21
note_on,109.98771476745605,0,64,127,
note_off,110.01631379127502,1,61,64,
pitchwheel,110.01787805557251,1,,,4
note_on,110.01790595054626,1,61,127,
pitchwheel,110.01963686943054,1,,,0
pitchwheel,110.03041481971741,5,,,-25
note_off,110.0423800945282,0,64,64,
note_off,110.10242581367493,1,61,64,
pitchwheel,110.11125779151917,0,,,35
note_on,110.11152386665344,0,64,73,
pitchwheel,110.14641785621643,0,,,-15
pitchwheel,110.16123986244202,1,,,-5
note_on,110.16180992126465,1,61,127,
pitchwheel,110.17236685752869,1,,,0
note_off,110.20827984809875,0,64,64,
pitchwheel,110.28925275802612,0,,,-30
note_on,110.28945994377136,0,64,127,
note_off,110.34840989112854,1,61,64,
note_off,110.35028290748596,0,64,64,
pitchwheel,110.35139775276184,0,,,-7
note_on,110.35188388824463,0,64,127,
note_off,110.41039991378784,0,64,64,
pitchwheel,110.46117568016052,0,,,21
note_on,110.46153783798218,0,64,127,
pitchwheel,110.47535490989685,1,,,-12
note_on,110.47575879096985,1,61,127,
note_off,110.48428797721863,3,52,64,
pitchwheel,110.53051495552063,1,,,0
pitchwheel,110.54940390586853,3,,,-53
note_on,110.54989290237427,3,52,127,
note_off,110.5742757320404,0,64,64,
pitchwheel,110.64529204368591,0,,,-21
note_on,110.6454758644104,0,64,127,
note_off,110.69048500061035,1,61,64,
pitchwheel,110.73735189437866,1,,,-5
note_on,110.73797583580017,1,61,127,
note_off,110.79430985450745,0,64,64,
pitchwheel,110.82910394668579,0,,,-51
note_on,110.8293468952179,0,64,127,
pitchwheel,110.85623598098755,0,,,-7
pitchwheel,110.86444592475891,1,,,0
note_off,110.86558175086975,4,45,64,
pitchwheel,110.90339374542236,4,,,-30
note_on,110.90388298034668,4,45,127,
note_off,110.95813083648682,0,64,64,
pitchwheel,111.01519989967346,0,,,-7
note_on,111.01551580429077,0,64,127,
note_off,111.04268288612366,0,64,64,
pitchwheel,111.09916806221008,0,,,-7
note_on,111.09952473640442,0,64,127,
note_off,111.16830801963806,0,64,64,
pitchwheel,111.21127080917358,0,,,-21
note_on,111.21142506599426,0,64,127,
note_off,111.26664781570435,3,52,64,
pitchwheel,111.31335592269897,3,,,-31
note_on,111.31390285491943,3,52,127,
note_off,111.35640096664429,0,64,64,
pitchwheel,111.37699794769287,0,,,65
note_on,111.37715196609497,0,64,94,
note_off,111.41633892059326,0,64,64,
pitchwheel,111.41745686531067,0,,,-7
note_on,111.41783404350281,0,64,127,
note_off,111.45845079421997,0,64,64,
pitchwheel,111.48282289505005,0,,,-7
note_on,111.48303985595703,0,64,127,
note_off,111.53845405578613,0,64,64,
pitchwheel,111.58502292633057,0,,,-21
note_on,111.58506798744202,0,64,127,
note_off,111.60243582725525,1,61,64,
pitchwheel,111.65944504737854,1,,,4
note_on,111.66004395484924,1,61,127,
pitchwheel,111.68458700180054,1,,,0
note_off,111.71821188926697,0,64,64,
pitchwheel,111.76537990570068,0,,,-7
note_on,111.76578378677368,0,64,127,
note_off,111.82637190818787,1,61,64,
pitchwheel,111.87527775764465,1,,,17
note_on,111.87569880485535,1,61,127,
pitchwheel,111.89222407341003,1,,,0
note_off,111.89821171760559,0,64,64,
pitchwheel,111.93522691726685,0,,,-34
note_on,111.93556189537048,0,64,127,
note_off,111.96239995956421,1,61,64,
pitchwheel,111.96348786354065,1,,,4
note_on,111.96397995948792,1,61,127,
note_off,111.97054886817932,3,52,64,
pitchwheel,111.9724018573761,1,,,0
pitchwheel,112.01748895645142,3,,,-31
note_on,112.01798510551453,3,52,127,
pitchwheel,112.03346991539001,2,,,30
note_on,112.03388381004333,2,51,14,
pitchwheel,112.06830787658691,2,,,344
note_off,112.08629393577576,0,64,64,
pitchwheel,112.11238193511963,2,,,437
pitchwheel,112.13333511352539,0,,,-7
note_on,112.13365507125854,0,64,127,
note_off,112.16427278518677,0,64,64,
pitchwheel,112.20713782310486,0,,,-21
note_on,112.20748090744019,0,64,127,
note_off,112.24027967453003,0,64,64,
pitchwheel,112.28553175926208,0,,,-21
note_on,112.28589701652527,0,64,127,
note_off,112.31052494049072,1,61,64,
pitchwheel,112.38125991821289,1,,,30
